name,moh_area
Wegowwa East,Minuwangoda
Helakandana,Minuwangoda
Peralanda,Minuwangoda
Dewalapola,Minuwangoda
Wadumulla,Minuwangoda
Metikotumulla,Minuwangoda
Essella,Minuwangoda
Yatagama,Minuwangoda
Naiwala North,Minuwangoda
Naiwala East,Minuwangoda
Naiwala West,Minuwangoda
Walpitamulla,Minuwangoda
Balabowa,Minuwangoda
Balabowa West,Minuwangoda
Pethiyagoda North,Minuwangoda
Gallegedara,Minuwangoda
Ganihimulla,Minuwangoda
Hendimahara,Minuwangoda
Kalawana,Minuwangoda
Wattegedara,Minuwangoda
Ambagahawatta,Minuwangoda
Galloluwa East,Minuwangoda
Galloluwa,Minuwangoda
Kalahugoda,Minuwangoda
Polwatta West,Minuwangoda
Polwatta East,Minuwangoda
Pattanduwana North,Minuwangoda
Ellangala,Minuwangoda
Burullapitiya,Minuwangoda
Mathammana,Minuwangoda
Weediyawatta East,Minuwangoda
Goigama,Minuwangoda
Ihala Udugampola,Minuwangoda
Pethiyagoda South,Minuwangoda
Korase,Minuwangoda
Korase Meda,Minuwangoda
Marapola,Minuwangoda
Vigoda,Minuwangoda
Doranagoda East,Minuwangoda
Korase East,Minuwangoda
Doranagoda North,Minuwangoda
Doranagoda West,Minuwangoda
Pahala Udugampola East,Minuwangoda
Pahala Udugampola North,Minuwangoda
Pahala Udugampola West,Minuwangoda
Weediyawatta West,Minuwangoda
Welhena,Minuwangoda
Weliya,Minuwangoda
Paththaduwana,Minuwangoda
Paththaduwana West,Minuwangoda
Yagodamulla North,Minuwangoda
Yagodamulla,Minuwangoda
Uggalboda West,Minuwangoda
Uggalboda,Minuwangoda
Kehelbaddara West,Minuwangoda
Kehelbaddara East,Minuwangoda
Pahala Udugampola South,Minuwangoda
Asgiriwalpola North,Minuwangoda
Dombawela,Minuwangoda
Pedipola,Minuwangoda
Doranagoda South,Minuwangoda
Wathumulla,Minuwangoda
Asgiriya North,Minuwangoda
Asgiriya South,Minuwangoda
Asgiriya,Minuwangoda
Asgiriya West,Minuwangoda
Asgiriwalpola South,Minuwangoda
Asgiriwalpola West,Minuwangoda
Madelgamuwa East,Minuwangoda
Batapotha,Minuwangoda
Nedagamuwa North,Minuwangoda
Nedagamuwa South,Minuwangoda
Nedagamuwa West,Minuwangoda
Arachchiwatta,Minuwangoda
Yagodamulla South,Minuwangoda
Samurdhigama,Minuwangoda
Opatha,Minuwangoda
Kotugoda2,Minuwangoda
Kotugoda1,Minuwangoda
Maduruwita,Minuwangoda
Siyambalapitiya,Minuwangoda
Madelgamuwa West,Minuwangoda
Thammita West,Minuwangoda
Thammita,Minuwangoda
Pamunugama,Wattala
Maha Pamunugama,Wattala
West of Delathura,Wattala
East of Delathura,Wattala
Bopitiyathuduwa,Wattala
Bopitiya,Wattala
Pulluhena,Wattala
Paranambalama,Wattala
Nugape,Wattala
Kunjawaththa,Wattala
Magulpokuna,Wattala
Elehiwaththa,Wattala
Welisara,Wattala
Pattiyawala,Wattala
Uswetakeiyawa,Wattala
Mahabage,Wattala
Elapitiwala,Wattala
Horapethuduwa,Wattala
Horape,Wattala
North of Kurukualawa,Wattala
South of Kurukulawa,Wattala
Heenkenda,Wattala
Thuduwegedara,Wattala
Galudupita,Wattala
Maththumagala,Wattala
Kernga Pokuna,Wattala
Kerawalapitiya,Wattala
Matagoda,Wattala
Balagala,Wattala
Dikovita,Wattala
Palliyawatta North,Wattala
Elakanda,Wattala
North of Nayaka Kanda,Wattala
Mabola,Wattala
Welikadamulla,Wattala
Wattala,Wattala
Hendala North,Wattala
Hendala South,Wattala
Nayak Kanda South,Wattala
Thimbirigasyaya,Wattala
Palliyawatta South,Wattala
Kurunduhena,Wattala
Evariwatta,Wattala
Thelagapatha,Wattala
Galwetiya,Wattala
Hekiththa,Wattala
Mahawatta,Ja-Ela
Dandugama,Ja-Ela
Dehiyagatha North,Ja-Ela
Kudahakapola North,Ja-Ela
Gallawatta,Ja-Ela
Ekala,Ja-Ela
Dehiyagatha South,Ja-Ela
Kudahakapola South,Ja-Ela
Ekala Kurunduwatta,Ja-Ela
Vishaka Watta,Ja-Ela
Thudella North,Ja-Ela
Thudella West,Ja-Ela
Thudella South,Ja-Ela
Kanuwana,Ja-Ela
Alexendrawatta,Ja-Ela
Bandigoda,Ja-Ela
Yakkaduwa,Ja-Ela
Niwandama North,Ja-Ela
Niwandama South,Ja-Ela
Batagama North,Ja-Ela
Maeliya,Ja-Ela
Ja-Ela,Ja-Ela
Weligampitiya North,Ja-Ela
Indipitiya,Ja-Ela
Wewala,Ja-Ela
Weligampitiya South,Ja-Ela
Thumpeliya,Ja-Ela
